,Job_Seeker_ID,Num_26_full,Den_26_full,Num_26_path,Den_26_path,Num_26_wrkast,Den_26_wrkast
0,6899888709,1,1,,,,
0,4033606007,1,1,,,,
0,9838304003,1,1,,,,
0,6041350,1,1,,,,
0,6529655109,1,1,,,,
0,5621221119,1,1,,,,
0,5775101004,1,1,,,,
0,4808073003,1,1,,,,
0,7397354019,1,1,,,,
0,690813909,1,1,,,,
0,8290435004,1,1,,,,
0,1972652909,1,1,,,,
0,3706161004,1,1,,,,
0,8824824003,1,1,,,,
0,1217074609,1,1,,,,
0,847322809,1,1,,,,
0,2268942003,1,1,,,,
0,7873296509,1,1,,,,
0,15385260,1,1,,,,
0,7411885409,1,1,,,,
0,6467621609,1,1,,,,
0,9804934209,1,1,,,,
0,937247609,1,1,,,,
0,898850,1,1,,,,
0,8936850209,1,1,,,,
0,1090001509,1,1,,,,
0,9014604709,1,1,,,,
0,14113950,1,1,,,,
0,17564560,1,1,,,,
0,8170483004,1,1,,,,
0,4482586019,1,1,,,,
0,9087343209,1,1,,,,
0,3665611019,1,1,,,,
0,7163005003,1,1,,,,
0,5590760,1,1,,,,
0,2506914007,1,1,,,,
0,630280,1,1,,,,
0,618921809,1,1,,,,
0,9661143509,1,1,,,,
0,819720003,1,1,,,,
0,4781860,1,1,,,,
0,7558642609,1,1,,,,
0,1828335809,,,1,1,,
0,12732840,1,1,,,,
0,1361020,1,1,,,,
0,5870250,1,1,,,,
0,7346135003,1,1,,,,
0,8011262709,1,1,,,,
0,7571148409,1,1,,,,
0,3521776609,1,1,,,,
0,5897347709,1,1,,,,
0,848707209,1,1,,,,
0,512843709,1,1,,,,
0,3621505909,1,1,,,,
0,3874228709,1,1,,,,
0,8971507109,1,1,,,,
0,8318858809,1,1,,,,
0,121459909,1,1,,,,
0,3569164609,1,1,,,,
0,4553140005,1,1,,,,
0,5076180,1,1,,,,
0,8729270003,1,1,,,,
0,7093637909,1,1,,,,
0,10192580,1,1,,,,
0,7436687709,1,1,,,,
0,129076509,1,1,,,,
0,4772331109,1,1,,,,
0,8637816609,1,1,,,,
0,5056558709,1,1,,,,
0,4111430,1,1,,,,
0,3179480019,,,1,1,,
0,2537714009,1,1,,,,
0,2173225003,1,1,,,,
0,4229574004,1,1,,,,
0,12700900,1,1,,,,
0,1728890,1,1,,,,
0,2548065003,1,1,,,,
0,3152504109,1,1,,,,
0,2464840,1,1,,,,
0,2096730,1,1,,,,
0,13137610,1,1,,,,
0,7356171009,1,1,,,,
0,2889416007,1,1,,,,
0,2120237509,1,1,,,,
0,886745709,1,1,,,,
0,3769731309,1,1,,,,
0,85140,1,1,,,,
0,5028600909,1,1,,,,
0,3757441509,1,1,,,,
0,6911844309,1,1,,,,
0,9188507609,1,1,,,,
0,7910500,1,1,,,,
0,13579730,1,1,,,,
0,4169490,1,1,,,,
0,99608609,1,1,,,,
0,1865517809,1,1,,,,
0,9517700002,1,1,,,,
0,3809671909,,,1,1,,
0,7450162019,1,1,,,,
0,7209149009,1,1,,,,
0,8616336909,1,1,,,,
0,9340970209,1,1,,,,
0,560890509,1,1,,,,
0,7424328209,1,1,,,,
0,2623960,,,1,1,,
0,4459828003,1,1,,,,
0,5212934909,1,1,,,,
0,16225680,1,1,,,,
0,9802987003,1,1,,,,
0,6385662019,1,1,,,,
0,2572131409,1,1,,,,
0,5605790007,1,1,,,,
0,3566611909,1,1,,,,
0,2755087909,1,1,,,,
0,1984194007,1,1,,,,
0,5494581909,1,1,,,,
0,13606230,1,1,,,,
0,262256409,1,1,,,,
0,1281500,1,1,,,,
0,10835209,1,1,,,,
0,4573481019,1,1,,,,
0,1678035009,1,1,,,,
0,5720100,1,1,,,,
0,8135068109,1,1,,,,
0,7656008409,1,1,,,,
0,4143462809,1,1,,,,
0,3549240,,,1,1,,
0,486956409,1,1,,,,
0,16691930,1,1,,,,
0,16110990,1,1,,,,
0,5750891019,1,1,,,,
0,7706435809,1,1,,,,
0,8456525709,1,1,,,,
0,7214520001,1,1,,,,
0,4642663509,1,1,,,,
0,4316840209,1,1,,,,
0,9502473909,1,1,,,,
0,4810288019,1,1,,,,
0,9314228109,1,1,,,,
0,1495517909,,,1,1,,
0,8210561004,,,1,1,,
0,7659560,1,1,,,,
0,8523003019,1,1,,,,
0,8451000004,1,1,,,,
0,8512424119,1,1,,,,
0,8785154709,1,1,,,,
0,1149741709,1,1,,,,
0,7674267909,,,1,1,,
0,116536809,1,1,,,,
0,7220000004,1,1,,,,
0,8586155019,1,1,,,,
0,5871710509,1,1,,,,
0,2610060,1,1,,,,
0,1298073009,1,1,,,,
0,5276220,1,1,,,,
0,2304273019,1,1,,,,
0,17898610,1,1,,,,
0,5578190,1,1,,,,
0,9885625809,1,1,,,,
0,1531900,1,1,,,,
0,5288822609,1,1,,,,
0,513681109,1,1,,,,
0,8017025509,1,1,,,,
0,211725409,1,1,,,,
0,1504768019,1,1,,,,
0,1838055004,1,1,,,,
0,151810,1,1,,,,
0,151550,1,1,,,,
0,8214795709,1,1,,,,
0,6463122509,1,1,,,,
0,1400173004,,,1,1,,
0,10656390,1,1,,,,
0,7437225109,1,1,,,,
0,9477492909,1,1,,,,
0,1044778609,1,1,,,,
0,36554409,,,1,1,,
0,2774556009,1,1,,,,
0,5407250909,1,1,,,,
0,13298970,1,1,,,,
0,4157247709,1,1,,,,
0,885755809,1,1,,,,
0,1358028909,1,1,,,,
0,3331580,1,1,,,,
0,449238009,1,1,,,,
0,7175225509,1,1,,,,
0,829572007,1,1,,,,
0,1486221909,1,1,,,,
0,8903131003,1,1,,,,
0,8735337003,1,1,,,,
0,1869580,1,1,,,,
0,8391300001,1,1,,,,
0,3908588809,1,1,,,,
0,893764019,1,1,,,,
0,5383383019,1,1,,,,
0,3186240001,1,1,,,,
0,6265830109,1,1,,,,
0,6599865019,1,1,,,,
0,6671411209,1,1,,,,
0,15572600,1,1,,,,
0,6338949109,1,1,,,,
0,377421709,1,1,,,,
0,9758430019,1,1,,,,
0,9773082609,1,1,,,,
0,8887833019,,,1,1,,
0,370141007,1,1,,,,
0,535220003,1,1,,,,
0,787905109,1,1,,,,
0,7429121004,1,1,,,,
0,2257607003,1,1,,,,
0,5333330,1,1,,,,
0,9981431809,1,1,,,,
0,7330100004,1,1,,,,
0,657005609,1,1,,,,
0,5046895019,1,1,,,,
0,12023670,1,1,,,,
0,7698611909,1,1,,,,
0,330144119,1,1,,,,
0,1565023019,1,1,,,,
0,8081302119,1,1,,,,
0,5625475209,1,1,,,,
0,17743040,,,1,1,,
0,830692609,1,1,,,,
0,4734390,1,1,,,,
0,4019361019,1,1,,,,
0,6989280,1,1,,,,
0,8258686109,1,1,,,,
0,3665415007,1,1,,,,
0,9094275509,1,1,,,,
0,9652606909,1,1,,,,
0,3641680,1,1,,,,
0,6671867009,1,1,,,,
0,4735725909,1,1,,,,
0,525962709,1,1,,,,
0,9797957003,1,1,,,,
0,9911477809,1,1,,,,
0,1529282019,1,1,,,,
0,8735283007,1,1,,,,
0,4462849609,1,1,,,,
0,7284626003,1,1,,,,
0,9482340,1,1,,,,
0,12361750,,,1,1,,
0,6925036409,1,1,,,,
0,576651009,1,1,,,,
0,14554530,1,1,,,,
0,2662843009,1,1,,,,
0,8550915003,1,1,,,,
0,7450759909,1,1,,,,
0,7913039809,1,1,,,,
0,387323909,1,1,,,,
0,4634530003,1,1,,,,
0,4559387509,1,1,,,,
0,5217365209,1,1,,,,
0,5384779909,1,1,,,,
0,1312607709,1,1,,,,
0,15607380,1,1,,,,
0,4998680,1,1,,,,
0,378973209,1,1,,,,
0,5608679109,1,1,,,,
0,5403069019,,,1,1,,
0,1776130,1,1,,,,
0,4763190,1,1,,,,
0,3907563003,1,1,,,,
0,7484748709,1,1,,,,
0,15124500,1,1,,,,
0,8780518109,1,1,,,,
0,1181531109,1,1,,,,
0,4395168309,1,1,,,,
0,2073460008,1,1,,,,
0,17179270,1,1,,,,
0,3940684004,1,1,,,,
0,3711937909,1,1,,,,
0,3809990,1,1,,,,
0,3604576809,1,1,,,,
0,8248827003,1,1,,,,
0,1288406709,1,1,,,,
0,3153606609,1,1,,,,
0,2657070,1,1,,,,
0,842897009,1,1,,,,
0,197664809,1,1,,,,
0,986611003,1,1,,,,
0,7108174019,1,1,,,,
0,9589271019,1,1,,,,
0,4773173409,1,1,,,,
0,1002620,1,1,,,,
0,4666970,1,1,,,,
0,31337019,1,1,,,,
0,5691410509,,,1,1,,
0,5290560,1,1,,,,
0,3964890,1,1,,,,
0,6647665004,1,1,,,,
0,2862970007,1,1,,,,
0,5774636309,1,1,,,,
0,14146640,1,1,,,,
0,8876105109,1,1,,,,
0,9624004003,1,1,,,,
0,8322186509,1,1,,,,
0,734727809,1,1,,,,
0,4358093009,1,1,,,,
0,5139502004,1,1,,,,
0,4799060019,1,1,,,,
0,8303058909,1,1,,,,
0,7442298809,1,1,,,,
0,7335210004,1,1,,,,
0,6268588909,1,1,,,,
0,792033003,1,1,,,,
0,88290,1,1,,,,
0,619987009,1,1,,,,
0,368500019,1,1,,,,
0,7153091509,1,1,,,,
0,1428890509,1,1,,,,
0,6450765119,1,1,,,,
0,2218428909,1,1,,,,
0,3063295809,1,1,,,,
0,9493240009,1,1,,,,
0,1857962909,1,1,,,,
0,5095534609,1,1,,,,
0,4441640409,1,1,,,,
0,808559709,1,1,,,,
0,1264120,1,1,,,,
0,5236682409,1,1,,,,
0,2464401009,1,1,,,,
0,8183576003,1,1,,,,
0,53165809,1,1,,,,
0,3233948909,1,1,,,,
0,18186990,1,1,,,,
0,3563551909,1,1,,,,
0,7253040006,1,1,,,,
0,7671483709,1,1,,,,
0,1672522008,1,1,,,,
0,14076230,1,1,,,,
0,12141780,1,1,,,,
0,6474456909,1,1,,,,
0,8444351003,1,1,,,,
0,4270206809,1,1,,,,
0,6913919109,1,1,,,,
0,912481909,1,1,,,,
0,4503426509,1,1,,,,
0,1845738209,1,1,,,,
0,5487046909,1,1,,,,
0,130444119,1,1,,,,
0,15477750,1,1,,,,
0,3030755909,1,1,,,,
0,1710223709,1,1,,,,
0,7710965809,1,1,,,,
0,7194494003,1,1,,,,
0,5219260,1,1,,,,
0,693535709,1,1,,,,
0,7984754007,1,1,,,,
0,3899270809,1,1,,,,
0,16382720,1,1,,,,
0,6872977409,1,1,,,,
0,6170943004,1,1,,,,
0,7728410609,1,1,,,,
0,4870690007,1,1,,,,
0,17714690,1,1,,,,
0,2826990109,1,1,,,,
0,6258690004,1,1,,,,
0,1466425019,1,1,,,,
0,7162876109,1,1,,,,
0,4522553709,1,1,,,,
0,8648422007,1,1,,,,
0,2320930,1,1,,,,
0,5864691003,1,1,,,,
0,9652546409,1,1,,,,
0,3310040809,1,1,,,,
0,3746362809,1,1,,,,
0,949603209,1,1,,,,
0,7512291003,1,1,,,,
0,17987460,1,1,,,,
0,6665545004,1,1,,,,
0,361485019,1,1,,,,
0,13447600,,,1,1,,
0,3062986909,1,1,,,,
0,8920075003,1,1,,,,
0,2980203409,1,1,,,,
0,9344408709,1,1,,,,
0,377947709,1,1,,,,
0,2068052019,1,1,,,,
0,4520901209,1,1,,,,
0,5540947509,1,1,,,,
0,3417009809,1,1,,,,
0,3287717709,1,1,,,,
0,60865909,1,1,,,,
0,630040,1,1,,,,
0,2157764709,1,1,,,,
0,4128945019,1,1,,,,
0,3119774909,1,1,,,,
0,9733571003,1,1,,,,
0,8781940,1,1,,,,
0,8676889209,1,1,,,,
0,9337365809,1,1,,,,
0,7086107309,1,1,,,,
0,16730330,1,1,,,,
0,9054271309,1,1,,,,
0,9093420109,1,1,,,,
0,6079301007,1,1,,,,
0,17081110,1,1,,,,
0,2920493109,0,1,,,,
0,5152383709,1,1,,,,
0,651014809,1,1,,,,
0,588131709,1,1,,,,
0,763660004,1,1,,,,
0,6463963809,1,1,,,,
0,12728090,1,1,,,,
0,9498830,1,1,,,,
0,9441465709,1,1,,,,
0,1462860,1,1,,,,
0,8984470309,1,1,,,,
0,4692221709,1,1,,,,
0,2011709609,1,1,,,,
0,9545466409,1,1,,,,
0,5533922019,1,1,,,,
0,703824003,1,1,,,,
0,6546270509,1,1,,,,
0,1722044007,1,1,,,,
0,6910351709,1,1,,,,
0,1490897909,1,1,,,,
0,8780390005,1,1,,,,
0,216260008,1,1,,,,
0,3692930009,1,1,,,,
0,341280,1,1,,,,
0,844333909,1,1,,,,
0,10734400,1,1,,,,
0,6078155003,1,1,,,,
0,8209369709,1,1,,,,
0,8269910709,1,1,,,,
0,5256530,1,1,,,,
0,7735955109,1,1,,,,
0,9465100003,1,1,,,,
0,592813709,,,1,1,,
0,9417318003,1,1,,,,
0,9327451509,1,1,,,,
0,14588220,1,1,,,,
0,5080241003,1,1,,,,
0,1743928309,1,1,,,,
0,589669509,1,1,,,,
0,4574266509,1,1,,,,
0,3723752809,1,1,,,,
0,8898732709,,,1,1,,
0,7495948709,1,1,,,,
0,8848011809,1,1,,,,
0,3990280,1,1,,,,
0,904010,1,1,,,,
0,6009396509,1,1,,,,
0,7570628609,1,1,,,,
0,858042003,1,1,,,,
0,2010110003,1,1,,,,
0,16376540,1,1,,,,
0,7528280909,1,1,,,,
0,16501520,1,1,,,,
0,16547360,1,1,,,,
0,2018918909,1,1,,,,
0,1723321809,1,1,,,,
0,1647961019,1,1,,,,
0,13666019,1,1,,,,
0,7703490119,1,1,,,,
0,6518852209,1,1,,,,
0,8492779509,1,1,,,,
0,2287070003,1,1,,,,
0,6193190007,1,1,,,,
0,2678761409,1,1,,,,
0,5813190,1,1,,,,
0,7983586509,1,1,,,,
0,4278344609,1,1,,,,
0,1226690007,1,1,,,,
0,1258604004,1,1,,,,
0,4326112509,1,1,,,,
0,5413660,1,1,,,,
0,1042611119,1,1,,,,
0,281247109,1,1,,,,
0,4871344609,1,1,,,,
0,8439969209,1,1,,,,
0,9475483209,1,1,,,,
0,9612537809,1,1,,,,
0,20630909,1,1,,,,
0,3606880,1,1,,,,
0,8568764909,1,1,,,,
0,18188130,1,1,,,,
0,9975114019,1,1,,,,
0,6152213709,1,1,,,,
0,6933739009,1,1,,,,
0,13312030,1,1,,,,
0,6098512004,1,1,,,,
0,12683670,1,1,,,,
0,4644041007,1,1,,,,
0,1539481609,1,1,,,,
0,3164725019,1,1,,,,
0,9294220709,1,1,,,,
0,743950,1,1,,,,
0,8509976909,1,1,,,,
0,17007160,1,1,,,,
0,497517809,1,1,,,,
0,7735648709,1,1,,,,
0,98707809,1,1,,,,
0,6847314109,1,1,,,,
0,6199017409,1,1,,,,
0,583950,1,1,,,,
0,17003930,1,1,,,,
0,6688566909,1,1,,,,
0,7629384809,1,1,,,,
0,4776263609,1,1,,,,
0,5513366609,1,1,,,,
0,2627460,1,1,,,,
0,5305980709,1,1,,,,
0,919471409,1,1,,,,
0,7023684509,1,1,,,,
0,2605000,1,1,,,,
0,18460790,1,1,,,,
0,375915809,1,1,,,,
0,394220709,1,1,,,,
0,4093711709,1,1,,,,
0,8640824004,,,1,1,,
0,443050509,1,1,,,,
0,6284012709,1,1,,,,
0,18471870,1,1,,,,
0,7259137003,1,1,,,,
0,606760,1,1,,,,
0,9448314509,1,1,,,,
0,6574561004,1,1,,,,
0,540790,1,1,,,,
0,717570003,1,1,,,,
0,4617160,1,1,,,,
0,4329475909,1,1,,,,
0,8414031009,1,1,,,,
0,610158809,1,1,,,,
0,2310769409,1,1,,,,
0,3220623409,1,1,,,,
0,9001490,1,1,,,,
0,6866753009,1,1,,,,
0,2740206119,1,1,,,,
0,2515650019,1,1,,,,
0,18808120,1,1,,,,
0,17954390,1,1,,,,
0,17447800,1,1,,,,
0,3381556909,1,1,,,,
0,6732395003,1,1,,,,
0,3533807809,1,1,,,,
0,4062343003,1,1,,,,
0,1299065409,0,0,,,,
0,12006620,1,1,,,,
0,2641013609,1,1,,,,
0,3932463003,1,1,,,,
0,11019320,1,1,,,,
0,802902019,1,1,,,,
0,645205909,1,1,,,,
0,851094709,1,1,,,,
0,1429524309,1,1,,,,
0,1628416009,1,1,,,,
0,206479109,1,1,,,,
0,7254753809,1,1,,,,
0,425604609,,,1,1,,
0,1853020,1,1,,,,
0,115885309,1,1,,,,
0,2283600,1,1,,,,
0,3298140,1,1,,,,
0,826201609,1,1,,,,
0,4542705003,1,1,,,,
0,4395460,1,1,,,,
0,6558400609,1,1,,,,
0,7438374909,1,1,,,,
0,8487110709,1,1,,,,
0,5705316007,1,1,,,,
0,1667800,1,1,,,,
0,7671155007,1,1,,,,
0,9430622003,1,1,,,,
0,6343923109,1,1,,,,
0,8060039019,1,1,,,,
0,7876594019,1,1,,,,
0,133916909,1,1,,,,
0,32581509,1,1,,,,
0,1421413119,1,1,,,,
0,9074210,1,1,,,,
0,2658574609,1,1,,,,
0,7112161109,1,1,,,,
0,43759509,1,1,,,,
0,3926452309,1,1,,,,
0,1248850,1,1,,,,
0,1368624309,1,1,,,,
0,3911110,1,1,,,,
0,578070209,1,1,,,,
0,4892203004,1,1,,,,
0,8562116003,1,1,,,,
0,929187003,1,1,,,,
0,1114754609,1,1,,,,
0,2946360,1,1,,,,
0,3275002709,1,1,,,,
0,6789489009,1,1,,,,
0,1230914409,1,1,,,,
0,625797409,1,1,,,,
0,7431286003,1,1,,,,
0,6683099709,1,1,,,,
0,9579474019,1,1,,,,
0,114002609,1,1,,,,
0,1066922509,1,1,,,,
0,4420459109,1,1,,,,
0,8254544004,1,1,,,,
0,6864182004,1,1,,,,
0,4200418509,1,1,,,,
0,3803433009,1,1,,,,
0,5815491909,1,1,,,,
0,7257790,1,1,,,,
0,4901219019,1,1,,,,
0,12679710,1,1,,,,
0,6817353007,1,1,,,,
0,19202790,1,1,,,,
0,3039763309,1,1,,,,
0,9836268309,1,1,,,,
0,6541852004,1,1,,,,
0,7496101909,1,1,,,,
0,5412543809,1,1,,,,
0,5994849409,1,1,,,,
0,10853120,1,1,,,,
0,2543148209,1,1,,,,
0,1399085409,1,1,,,,
0,12433510,1,1,,,,
0,15874180,1,1,,,,
0,9187649609,1,1,,,,
0,2243879809,1,1,,,,
0,427316509,1,1,,,,
0,4721882409,1,1,,,,
0,2450480,1,1,,,,
0,2390667909,1,1,,,,
0,8352060019,1,1,,,,
0,8878871309,1,1,,,,
0,7237950509,1,1,,,,
0,1569254007,1,1,,,,
0,6767082003,1,1,,,,
0,3491071003,1,1,,,,
0,5798700709,1,1,,,,
0,13565390,1,1,,,,
0,2912553003,1,1,,,,
0,78460004,1,1,,,,
0,3032298709,1,1,,,,
0,422212909,1,1,,,,
0,9099940,1,1,,,,
0,295321109,1,1,,,,
0,9890730809,1,1,,,,
0,1753559609,1,1,,,,
0,9501133709,1,1,,,,
0,5337696709,1,1,,,,
0,540170119,1,1,,,,
0,8747833007,1,1,,,,
0,5344106003,1,1,,,,
0,18157000,1,1,,,,
0,1548048309,1,1,,,,
0,3073154109,1,1,,,,
0,3781681007,1,1,,,,
0,5394806909,1,1,,,,
0,3881088909,1,1,,,,
0,9978973609,1,1,,,,
0,4228378109,1,1,,,,
0,435270,1,1,,,,
0,3162823119,1,1,,,,
0,775195003,0,0,,,,
0,6104792809,1,1,,,,
0,4879485809,1,1,,,,
0,18167140,1,1,,,,
0,7254409809,,,1,1,,
0,4609345809,1,1,,,,
0,5331746007,1,1,,,,
0,6801223609,1,1,,,,
0,3984080007,1,1,,,,
0,3277633003,1,1,,,,
0,5161910,1,1,,,,
0,2641816909,1,1,,,,
0,8610590,1,1,,,,
0,1773994003,1,1,,,,
0,6372223709,1,1,,,,
0,4476140809,1,1,,,,
0,843666003,1,1,,,,
0,8741530,1,1,,,,
0,7463704609,1,1,,,,
0,1241108909,,,1,1,,
0,5572247609,1,1,,,,
0,323217809,1,1,,,,
0,2259322007,1,1,,,,
0,5102038809,1,1,,,,
0,813752003,1,1,,,,
0,9223141409,1,1,,,,
0,8639120409,1,1,,,,
0,4007680003,1,1,,,,
0,2991390,1,1,,,,
0,891575119,1,1,,,,
0,10723560,1,1,,,,
0,230649309,1,1,,,,
0,2211893909,1,1,,,,
0,7823136309,1,1,,,,
0,7110555309,1,1,,,,
0,2468760,1,1,,,,
0,4222638019,1,1,,,,
0,6364002007,1,1,,,,
0,8089622007,1,1,,,,
0,15867070,1,1,,,,
0,4345330809,1,1,,,,
0,4324350909,1,1,,,,
0,10425880,1,1,,,,
0,943082119,1,1,,,,
0,17737020,1,1,,,,
0,321395209,1,1,,,,
0,13226540,1,1,,,,
0,7058980,1,1,,,,
0,3563380909,1,1,,,,
0,17785540,1,1,,,,
0,398893009,1,1,,,,
0,4342750,1,1,,,,
0,4612420,1,1,,,,
0,2082170209,1,1,,,,
0,6241696609,1,1,,,,
0,3254773409,1,1,,,,
0,1509158209,1,1,,,,
0,7506980003,1,1,,,,
0,7827003109,1,1,,,,
0,144454007,1,1,,,,
0,2661664009,1,1,,,,
0,3054257909,1,1,,,,
0,5597170,1,1,,,,
0,1444855309,1,1,,,,
0,7123334309,1,1,,,,
0,2853470,1,1,,,,
0,14969880,1,1,,,,
0,490051003,1,1,,,,
0,118343019,1,1,,,,
0,8743353019,1,1,,,,
0,6168685309,1,1,,,,
0,764058709,1,1,,,,
0,7963569019,1,1,,,,
0,1097206809,1,1,,,,
0,2185312005,1,1,,,,
0,8988460,1,1,,,,
0,19081420,1,1,,,,
0,605946003,1,1,,,,
0,14184690,1,1,,,,
0,6583612309,1,1,,,,
0,5179041004,1,1,,,,
0,1995062109,1,1,,,,
0,1837593909,1,1,,,,
0,7776042309,1,1,,,,
0,5574450,1,1,,,,
0,5881319019,1,1,,,,
0,8332161909,1,1,,,,
0,6893518409,1,1,,,,
0,1822890,1,1,,,,
0,137221509,1,1,,,,
0,506050,1,1,,,,
0,9006285809,1,1,,,,
0,16041100,1,1,,,,
0,9380894509,1,1,,,,
0,7747671109,1,1,,,,
0,3369730,1,1,,,,
0,686902609,1,1,,,,
0,884221004,1,1,,,,
0,1458664709,1,1,,,,
0,170776309,1,1,,,,
0,5788273019,1,1,,,,
0,8680302409,1,1,,,,
0,7674069009,1,1,,,,
0,6751137709,1,1,,,,
0,4626900,1,1,,,,
0,5011668509,1,1,,,,
0,459080,1,1,,,,
0,7174662309,,,1,1,,
0,3349168109,1,1,,,,
0,653830,1,1,,,,
0,914280,1,1,,,,
0,1885415709,1,1,,,,
0,4536347003,1,1,,,,
0,799194809,1,1,,,,
0,2486905209,1,1,,,,
0,790444109,1,1,,,,
0,94826409,1,1,,,,
0,2801936409,1,1,,,,
0,3159453019,1,1,,,,
0,4895220,1,1,,,,
0,2491605007,1,1,,,,
0,19340470,1,1,,,,
0,5994821309,1,1,,,,
0,8228657109,1,1,,,,
0,4517838409,1,1,,,,
0,5904641004,1,1,,,,
0,9690101809,1,1,,,,
0,2585440,1,1,,,,
0,12065350,1,1,,,,
0,5806549309,1,1,,,,
0,1212812007,1,1,,,,
0,16683280,1,1,,,,
0,1318211309,1,1,,,,
0,587762909,1,1,,,,
0,7125013709,1,1,,,,
0,5411464109,1,1,,,,
0,17062850,1,1,,,,
0,3328764109,1,1,,,,
0,7159291309,1,1,,,,
0,5192840,1,1,,,,
0,8860071909,1,1,,,,
0,322324003,1,1,,,,
0,15319670,1,1,,,,
0,8045700019,1,1,,,,
0,4624139409,1,1,,,,
0,9244580,1,1,,,,
0,1752679019,1,1,,,,
0,18614400,1,1,,,,
0,501124003,1,1,,,,
0,933913003,1,1,,,,
0,460425004,1,1,,,,
0,9690339309,1,1,,,,
0,5363511809,1,1,,,,
0,9826060,1,1,,,,
0,229347909,1,1,,,,
0,4209790,1,1,,,,
0,721319909,1,1,,,,
0,1209361003,1,1,,,,
0,7258672109,1,1,,,,
0,6948655007,1,1,,,,
0,19601840,1,1,,,,
0,2415800,1,1,,,,
0,3631648609,1,1,,,,
0,9869741007,1,1,,,,
0,16896000,1,1,,,,
0,15864810,1,1,,,,
0,622432109,1,1,,,,
0,1528542019,1,1,,,,
0,5592795007,1,1,,,,
0,7862106007,1,1,,,,
0,1092990004,1,1,,,,
0,5555240,1,1,,,,
0,5831360,1,1,,,,
0,199928109,1,1,,,,
0,20002690,1,1,,,,
0,8464093809,1,1,,,,
0,7205570003,1,1,,,,
0,6890432019,1,1,,,,
0,1590089709,1,1,,,,
0,2517282019,1,1,,,,
0,1474908709,1,1,,,,
0,3000937809,1,1,,,,
0,8381711709,1,1,,,,
0,654728909,1,1,,,,
0,6938711909,1,1,,,,
0,3555780005,1,1,,,,
0,6575012409,1,1,,,,
0,6213727409,,,1,1,,
0,3603723119,1,1,,,,
0,3504520,1,1,,,,
0,1696946007,1,1,,,,
0,9428523007,1,1,,,,
0,4645748209,1,1,,,,
0,8015248709,1,1,,,,
0,2928199209,1,1,,,,
0,5948700,1,1,,,,
0,5976420005,1,1,,,,
0,10149880,1,1,,,,
0,6917596003,1,1,,,,
0,19100010,1,1,,,,
0,2112490709,1,1,,,,
0,1922877003,1,1,,,,
0,4328683004,1,1,,,,
0,4658753309,1,1,,,,
0,745913019,1,1,,,,
0,1710372019,1,1,,,,
0,4353848709,1,1,,,,
0,8986979609,1,1,,,,
0,778654309,1,1,,,,
0,6134535309,1,1,,,,
0,17944160,1,1,,,,
0,1031636809,1,1,,,,
0,8187999909,1,1,,,,
0,1544011004,1,1,,,,
0,9380713003,,,1,1,,
0,711210003,1,1,,,,
0,2189323509,1,1,,,,
0,15258180,1,1,,,,
0,14950380,1,1,,,,
0,4392415909,1,1,,,,
0,7106946509,,,1,1,,
0,2233937019,1,1,,,,
0,7747450,1,1,,,,
0,5790260,1,1,,,,
0,17735970,1,1,,,,
0,6978940008,1,1,,,,
0,14124330,1,1,,,,
0,7603408003,1,1,,,,
0,4062620,1,1,,,,
0,8295429209,,,1,1,,
0,19917360,1,1,,,,
0,5366226209,1,1,,,,
0,18082320,1,1,,,,
0,4974760,1,1,,,,
0,16464980,1,1,,,,
0,54158109,1,1,,,,
0,2561577019,1,1,,,,
0,3709826709,1,1,,,,
0,8430289509,1,1,,,,
0,8562966409,1,1,,,,
0,8969514003,1,1,,,,
0,13416900,1,1,,,,
0,3745960,1,1,,,,
0,5215190,1,1,,,,
0,3663271809,1,1,,,,
0,812465019,1,1,,,,
0,6755064909,1,1,,,,
0,1815760,1,1,,,,
0,5075925609,1,1,,,,
0,2353827003,1,1,,,,
0,8702121003,1,1,,,,
0,19601190,1,1,,,,
0,4563420309,1,1,,,,
0,698036019,1,1,,,,
0,4970630,1,1,,,,
0,9494953003,1,1,,,,
0,9453443809,1,1,,,,
0,531090,1,1,,,,
0,7344473609,1,1,,,,
0,6222444119,1,1,,,,
0,1319119809,1,1,,,,
0,410689109,1,1,,,,
0,18230450,1,1,,,,
0,638650609,1,1,,,,
0,18116010,1,1,,,,
0,8619166909,1,1,,,,
0,15624820,1,1,,,,
0,7368098809,,,1,1,,
0,7578553609,1,1,,,,
0,5028007003,1,1,,,,
0,3361778809,1,1,,,,
0,16131509,1,1,,,,
0,18777490,1,1,,,,
0,517226007,1,1,,,,
0,4768461008,1,1,,,,
0,4847522809,1,1,,,,
0,2845067909,1,1,,,,
0,9823706209,1,1,,,,
0,6139683007,1,1,,,,
0,19083990,1,1,,,,
0,381666109,1,1,,,,
0,18233180,1,1,,,,
0,15649920,1,1,,,,
0,6170328003,1,1,,,,
0,9111600909,1,1,,,,
0,25024109,1,1,,,,
0,2164700,1,1,,,,
0,6754811005,1,1,,,,
0,3343280,1,1,,,,
0,6053956109,1,1,,,,
0,7792683119,1,1,,,,
0,7409408909,1,1,,,,
0,2866083909,1,1,,,,
0,1373061909,1,1,,,,
0,3400530309,1,1,,,,
0,9587390004,1,1,,,,
0,6319467909,1,1,,,,
0,17833480,1,1,,,,
0,19203680,1,1,,,,
0,2572040,1,1,,,,
0,138102309,1,1,,,,
